,location,total_sqft,bath,price,bhk
3881,Rachenahalli,1550.0,3.0,68.5,3
3882,Rachenahalli,1550.0,2.0,73.5,3
3883,Rachenahalli,1050.0,2.0,52.71,2
3884,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3
3885,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
3886,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
3887,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
3888,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
3889,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3890,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
3891,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
3892,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
3893,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
3894,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3895,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
3896,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
3897,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
3898,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
3899,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
3900,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
3901,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
3902,Raja Rajeshwari Nagar,1530.0,3.0,57.0,3
3903,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3
3904,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
3905,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
3906,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
3907,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
3908,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
3909,Raja Rajeshwari Nagar,1530.0,3.0,51.87,3
3910,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
3911,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
3912,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
3913,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
3914,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
3915,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
3916,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
3917,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
3918,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
3919,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
3920,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3
3921,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
3922,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
3923,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
3924,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
3925,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3926,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
3927,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
3928,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
3929,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
3930,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
3931,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
3932,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
3933,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
3934,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3935,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
3936,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
3937,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
3938,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
3939,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3940,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3941,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
3942,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
3943,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
3944,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3
3945,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
3946,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
3947,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
3948,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
3949,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
3950,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
3951,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
3952,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
3953,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3954,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
3955,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3
3956,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3957,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
3958,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
3959,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
3960,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3961,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3962,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3
3963,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3
3964,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
3965,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
3966,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
3967,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
3968,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3969,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
3970,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3
3971,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
3972,Raja Rajeshwari Nagar,1608.0,3.0,54.51,3
3973,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3
3974,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3975,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
3976,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3977,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
3978,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
3979,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
3980,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3
3981,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3982,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
3983,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
3984,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
3985,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3986,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
3987,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
3988,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3989,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
3990,Raja Rajeshwari Nagar,1571.0,3.0,53.12,3
3991,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
3992,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
3993,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
3994,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
3995,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
3996,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
3997,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
3998,Rajaji Nagar,1640.0,3.0,229.0,3
3999,Rajaji Nagar,2390.0,3.0,415.0,3
4000,Rajaji Nagar,2390.0,3.0,410.0,3
4001,Rajaji Nagar,1725.0,3.0,200.0,3
4002,Rajaji Nagar,3516.0,4.0,540.0,4
4003,Rajaji Nagar,1640.0,3.0,223.0,3
4004,Rajaji Nagar,3526.0,4.0,492.0,4
4005,Rajaji Nagar,3526.0,4.0,558.0,4
4006,Rajaji Nagar,3539.5,2.0,424.5,4
4007,Rajaji Nagar,2849.0,5.0,300.0,5
4008,Rajaji Nagar,1800.0,3.0,260.0,3
4009,Rajaji Nagar,1640.0,3.0,241.0,3
4010,Rajaji Nagar,1370.0,2.0,170.0,2
4011,Rajaji Nagar,2409.0,3.0,360.0,3
4012,Rajaji Nagar,3436.0,6.0,475.0,4
4013,Rajaji Nagar,1718.0,3.0,288.0,2
4014,Rajaji Nagar,2386.0,3.0,334.0,3
4015,Rajaji Nagar,3436.0,6.0,500.0,4
4016,Rajaji Nagar,1200.0,2.0,150.0,2
4017,Rajaji Nagar,1160.0,1.0,163.0,2
4018,Rajaji Nagar,660.0,1.0,75.0,1
4019,Rajaji Nagar,1440.0,2.0,170.0,2
4020,Rajaji Nagar,2448.0,3.0,400.0,3
4021,Rajaji Nagar,1440.0,2.0,185.0,2
4022,Rajaji Nagar,1640.0,3.0,230.0,3
4023,Rajaji Nagar,2648.0,5.0,251.5,4
4024,Rajaji Nagar,3730.0,4.0,370.0,4
4025,Rajaji Nagar,1800.0,2.0,250.0,3
4026,Rajaji Nagar,3100.0,4.0,550.0,4
4027,Rajaji Nagar,3526.0,4.0,598.0,4
4028,Rajaji Nagar,1357.0,2.0,130.0,2
4029,Rajaji Nagar,2300.0,3.0,369.0,3
4030,Rajaji Nagar,1640.0,3.0,220.0,3
4031,Rajaji Nagar,2500.0,3.0,350.0,3
4032,Rajaji Nagar,1615.0,3.0,175.0,3
4033,Rajaji Nagar,1776.0,3.0,190.0,3
4034,Rajaji Nagar,2559.0,3.0,403.0,3
4035,Rajaji Nagar,1763.0,3.0,262.0,2
4036,Rajaji Nagar,1640.0,3.0,220.0,3
4037,Rajaji Nagar,1613.0,3.0,150.0,3
4038,Rajaji Nagar,1800.0,3.0,240.0,3
4039,Rajaji Nagar,2533.0,3.0,425.0,3
4040,Rajaji Nagar,1268.0,2.0,127.0,2
4041,Rajaji Nagar,2450.0,3.0,330.0,3
4042,Rajaji Nagar,1640.0,3.0,262.0,3
4043,Rajaji Nagar,1200.0,1.0,200.0,2
4044,Rajaji Nagar,2367.0,3.0,375.0,3
4045,Rajaji Nagar,2440.0,2.0,415.0,4
4046,Rajaji Nagar,1640.0,3.0,251.0,3
4047,Rajaji Nagar,2733.0,5.0,259.0,4
4048,Rajaji Nagar,1640.0,3.0,268.0,3
4049,Rajaji Nagar,2367.0,4.0,340.0,3
4050,Rajaji Nagar,1720.0,3.0,224.0,3
4051,Rajaji Nagar,3600.0,5.0,510.0,5
4052,Rajaji Nagar,1700.0,3.0,200.0,3
4053,Rajaji Nagar,2300.0,4.0,240.0,3
4054,Rajaji Nagar,2500.0,3.0,340.0,3
4055,Rajaji Nagar,2390.0,3.0,372.0,3
4056,Rajaji Nagar,2415.0,3.0,399.0,3
4057,Rajaji Nagar,1718.0,3.0,275.0,2
4058,Rajaji Nagar,1763.0,3.0,240.0,2
4059,Rajaji Nagar,2367.0,3.0,320.0,3
4060,Rajaji Nagar,2409.0,3.0,395.0,3
4061,Rajaji Nagar,1314.0,2.0,225.0,2
4062,Rajaji Nagar,1440.0,2.0,165.0,2
4063,Rajaji Nagar,1640.0,3.0,245.0,3
4064,Rajiv Nagar,1690.0,3.0,125.0,3
4065,Rajiv Nagar,1263.0,2.0,93.32,2
4066,Rajiv Nagar,2340.0,4.0,148.0,4
4067,Rajiv Nagar,1330.0,2.0,93.0,2
4068,Rajiv Nagar,1309.0,2.0,80.0,2
4069,Rajiv Nagar,2340.0,4.0,145.0,4
4070,Rajiv Nagar,2330.0,5.0,175.0,4
4071,Rajiv Nagar,2340.0,5.0,160.0,4
4072,Ramagondanahalli,1151.0,2.0,48.77,2
4073,Ramagondanahalli,1251.0,2.0,47.0,2
4074,Ramagondanahalli,1235.0,2.0,52.04,2
4075,Ramagondanahalli,1610.0,2.0,111.0,3
4076,Ramagondanahalli,540.0,1.0,30.0,1
4077,Ramagondanahalli,1635.0,3.0,62.0,3
4078,Ramagondanahalli,1235.0,2.0,46.8,2
4079,Ramagondanahalli,1215.0,2.0,51.26,2
4080,Ramagondanahalli,2257.0,4.0,157.0,3
4081,Ramagondanahalli,1251.0,2.0,47.4,2
4082,Ramagondanahalli,1610.0,2.0,115.0,3
4083,Ramagondanahalli,1215.0,2.0,45.5,2
4084,Ramagondanahalli,2800.0,4.0,155.0,4
4085,Ramagondanahalli,1253.0,2.0,52.66,2
4086,Ramagondanahalli,1295.0,2.0,95.0,2
4087,Ramagondanahalli,1151.0,2.0,50.5,2
4088,Ramagondanahalli,1235.0,2.0,49.3,2
4089,Ramagondanahalli,2257.0,3.0,159.0,3
4090,Ramagondanahalli,1295.0,2.0,95.0,2
4091,Ramagondanahalli,1910.0,3.0,142.0,3
4092,Ramagondanahalli,1215.0,2.0,46.1,2
4093,Ramagondanahalli,1251.0,2.0,50.0,2
4094,Ramagondanahalli,1610.0,2.0,115.0,3
4095,Ramagondanahalli,1151.0,2.0,43.6,2
4096,Ramagondanahalli,1635.0,3.0,61.0,3
4097,Ramagondanahalli,1251.0,2.0,53.0,2
4098,Ramagondanahalli,1910.0,3.0,150.0,3
4099,Ramagondanahalli,1738.0,2.0,76.0,3
4100,Ramagondanahalli,2040.0,3.0,114.0,3
4101,Ramagondanahalli,3350.0,3.0,150.0,3
4102,Ramagondanahalli,1251.0,2.0,46.0,2
4103,Ramagondanahalli,1635.0,3.0,57.0,3
4104,Ramagondanahalli,1151.0,2.0,46.0,2
4105,Ramagondanahalli,1610.0,2.0,112.0,3
4106,Ramagondanahalli,1610.0,2.0,115.0,3
4107,Ramagondanahalli,2787.0,5.0,220.0,4
4108,Ramagondanahalli,1125.0,2.0,75.0,2
4109,Ramagondanahalli,1151.0,2.0,42.5,2
4110,Ramagondanahalli,2257.0,3.0,155.0,3
4111,Ramagondanahalli,1500.0,3.0,100.0,3
4112,Ramagondanahalli,1680.0,2.0,68.0,3
4113,Ramagondanahalli,1910.0,3.0,131.0,3
4114,Ramamurthy Nagar,3700.0,4.0,225.0,4
4115,Ramamurthy Nagar,3500.0,5.0,150.0,5
4116,Ramamurthy Nagar,1040.0,2.0,50.0,2
4117,Ramamurthy Nagar,1600.0,3.0,75.0,3
4118,Ramamurthy Nagar,1200.0,3.0,72.0,2
4119,Ramamurthy Nagar,1525.0,3.0,100.0,3
4120,Ramamurthy Nagar,1515.0,3.0,65.0,3
4121,Ramamurthy Nagar,1100.0,2.0,68.0,2
4122,Ramamurthy Nagar,1185.0,2.0,45.5,2
4123,Ramamurthy Nagar,1170.0,2.0,46.8,2
4124,Ramamurthy Nagar,1150.0,2.0,51.0,2
4125,Ramamurthy Nagar,1200.0,2.0,48.0,2
4126,Ramamurthy Nagar,3600.0,3.0,150.0,3
4127,Ramamurthy Nagar,1110.0,2.0,65.0,2
4128,Ramamurthy Nagar,1200.0,2.0,78.0,2
4129,Ramamurthy Nagar,1006.0,2.0,57.0,2
4130,Ramamurthy Nagar,1200.0,2.0,76.0,2
4131,Ramamurthy Nagar,1600.0,3.0,75.0,3
4132,Ramamurthy Nagar,1125.0,2.0,47.0,2
4133,Ramamurthy Nagar,1000.0,2.0,62.0,2
4134,Ramamurthy Nagar,1334.0,2.0,67.0,2
4135,Ramamurthy Nagar,1200.0,2.0,46.0,2
4136,Ramamurthy Nagar,1200.0,2.0,57.9,2
4137,Ramamurthy Nagar,1170.0,2.0,44.0,2
4138,Ramamurthy Nagar,2200.0,4.0,130.0,4
4139,Ramamurthy Nagar,1050.0,2.0,51.66,2
4140,Ramamurthy Nagar,2316.0,3.0,125.0,3
4141,Ramamurthy Nagar,1101.0,2.0,50.0,2
4142,Ramamurthy Nagar,1200.0,2.0,68.0,2
4143,Ramamurthy Nagar,540.0,1.0,35.0,1
4144,Rayasandra,1639.0,3.0,83.0,3
4145,Rayasandra,1065.0,2.0,44.95,2
4146,Rayasandra,1708.0,3.0,75.0,3
4147,Rayasandra,1577.0,3.0,67.0,3
4148,Rayasandra,1253.0,2.0,57.0,2
4149,Rayasandra,583.0,1.0,26.9,1
4150,Rayasandra,1198.0,2.0,54.0,2
4151,Rayasandra,1555.0,3.0,75.17,3
4152,Rayasandra,1601.0,3.0,70.0,3
4153,Rayasandra,3600.0,5.0,145.0,5
4154,Sahakara Nagar,2830.0,3.0,195.0,4
4155,Sahakara Nagar,1500.0,2.0,95.0,3
4156,Sahakara Nagar,1100.0,2.0,56.0,2
4157,Sahakara Nagar,1655.0,3.0,115.0,3
4158,Sahakara Nagar,1150.0,2.0,54.0,2
4159,Sahakara Nagar,1270.0,2.0,69.85,2
4160,Sahakara Nagar,1048.0,2.0,50.0,2
4161,Sahakara Nagar,1160.0,2.0,55.0,2
4162,Sahakara Nagar,2500.0,4.0,200.0,4
4163,Sahakara Nagar,1100.0,2.0,55.0,2
4164,Sahakara Nagar,1914.0,3.0,149.0,3
4165,Sahakara Nagar,1000.0,2.0,60.0,2
4166,Sahakara Nagar,2200.0,3.0,98.0,3
4167,Sahakara Nagar,1100.0,2.0,55.0,2
4168,Sahakara Nagar,1180.0,2.0,72.0,2
4169,Sahakara Nagar,1200.0,2.0,60.0,2
4170,Sahakara Nagar,1032.0,2.0,45.0,2
4171,Sahakara Nagar,1270.0,2.0,96.0,2
4172,Sahakara Nagar,1201.0,2.0,80.0,2
4173,Sahakara Nagar,1200.0,2.0,54.0,2
4174,Sahakara Nagar,1291.0,2.0,72.3,2
4175,Sanjay nagar,1000.0,2.0,70.0,2
4176,Sanjay nagar,1100.0,2.0,98.0,2
4177,Sanjay nagar,1150.0,2.0,72.2,2
4178,Sanjay nagar,1800.0,3.0,180.0,3
4179,Sanjay nagar,3300.0,3.0,250.0,5
4180,Sanjay nagar,1900.0,2.0,180.0,3
4181,Sanjay nagar,1575.0,2.0,90.0,2
4182,Sanjay nagar,1050.0,2.0,59.0,2
4183,Sanjay nagar,1150.0,2.0,70.0,2
4184,Sanjay nagar,1500.0,3.0,150.0,3
4185,Sanjay nagar,1180.0,2.0,80.0,2
4186,Sarakki Nagar,2121.0,4.0,253.0,3
4187,Sarakki Nagar,2289.0,3.0,260.0,3
4188,Sarakki Nagar,2500.0,4.0,325.0,3
4189,Sarakki Nagar,2145.0,4.0,270.0,3
4190,Sarakki Nagar,2663.0,4.0,338.0,3
4191,Sarakki Nagar,3131.0,4.0,349.0,4
4192,Sarakki Nagar,3126.0,5.0,345.0,4
4193,Sarakki Nagar,3124.0,6.0,349.0,4
4194,Sarjapur,2250.0,3.0,148.0,3
4195,Sarjapur,1600.0,3.0,75.0,3
4196,Sarjapur,1242.5,2.0,43.49,2
4197,Sarjapur,1128.0,2.0,60.0,2
4198,Sarjapur,1185.0,2.0,47.0,2
4199,Sarjapur,649.5,1.0,17.535,1
4200,Sarjapur,1020.0,2.0,35.0,2
4201,Sarjapur,1195.0,2.0,42.0,2
4202,Sarjapur,1240.0,2.0,44.0,2
4203,Sarjapur,1525.0,2.0,48.0,3
4204,Sarjapur,3190.0,3.0,160.0,4
4205,Sarjapur,1215.0,2.0,40.0,2
4206,Sarjapur,2540.0,4.0,115.0,4
4207,Sarjapur,1000.0,2.0,30.0,2
4208,Sarjapur,1157.0,2.0,40.0,2
4209,Sarjapur,2238.0,3.0,140.0,3
4210,Sarjapur,2020.0,3.0,85.0,3
4211,Sarjapur,2885.0,3.0,185.0,4
4212,Sarjapur,1240.0,2.0,44.3,2
4213,Sarjapur,625.0,1.0,19.0,1
4214,Sarjapur,2585.5,4.0,139.5,4
4215,Sarjapur,2100.0,3.0,125.0,4
4216,Sarjapur,1830.0,3.0,88.0,3
4217,Sarjapur,1124.0,2.0,30.35,2
4218,Sarjapur,1044.0,2.0,32.0,2
4219,Sarjapur,650.0,1.0,19.87,1
4220,Sarjapur,1175.0,2.0,42.0,2
4221,Sarjapur,1240.0,2.0,43.1,2
4222,Sarjapur,1032.0,2.0,42.0,2
4223,Sarjapur,2302.5,2.0,80.59,4
4224,Sarjapur,1044.0,2.0,34.0,2
4225,Sarjapur,1200.0,2.0,62.0,2
4226,Sarjapur,2970.0,3.0,130.0,4
4227,Sarjapur,1205.0,2.0,29.0,2
4228,Sarjapur,1175.0,2.0,41.68,2
4229,Sarjapur,1575.0,3.0,55.0,3
4230,Sarjapur,1150.0,2.0,41.0,2
4231,Sarjapur,1200.0,2.0,42.6,2
4232,Sarjapur,1044.0,2.0,36.0,2
4233,Sarjapur,2585.5,4.0,115.0,4
4234,Sarjapur,2172.0,3.0,100.0,3
4235,Sarjapur,633.0,1.0,17.09,1
4236,Sarjapur,1500.0,5.0,95.0,3
4237,Sarjapur,1451.0,2.0,87.0,2
4238,Sarjapur,2400.0,3.0,140.0,4
4239,Sarjapur,1525.0,2.0,68.0,3
4240,Sarjapur,1095.0,2.0,45.0,2
4241,Sarjapur  Road,2497.0,3.0,140.0,3
4242,Sarjapur  Road,1787.0,3.0,98.29,3
4243,Sarjapur  Road,1787.0,3.0,125.0,3
4244,Sarjapur  Road,1035.0,2.0,49.2,2
4245,Sarjapur  Road,1000.0,2.0,67.0,2
4246,Sarjapur  Road,1346.0,2.0,74.03,2
4247,Sarjapur  Road,1195.0,2.0,70.0,2
4248,Sarjapur  Road,1550.0,3.0,100.0,3
4249,Sarjapur  Road,2100.0,3.0,125.0,3
4250,Sarjapur  Road,1210.0,2.0,58.0,2
4251,Sarjapur  Road,1691.0,3.0,113.0,3
4252,Sarjapur  Road,1278.0,2.0,95.0,2
4253,Sarjapur  Road,2238.0,3.0,140.0,3
4254,Sarjapur  Road,1800.0,3.0,110.0,3
4255,Sarjapur  Road,1115.0,2.0,50.0,2
4256,Sarjapur  Road,1346.0,2.0,61.92,2
4257,Sarjapur  Road,1984.0,4.0,146.0,3
4258,Sarjapur  Road,1035.0,2.0,45.0,2
4259,Sarjapur  Road,1128.0,2.0,59.0,2
4260,Sarjapur  Road,1700.0,3.0,110.0,3
4261,Sarjapur  Road,1282.0,2.0,72.0,2
4262,Sarjapur  Road,4111.0,4.0,310.0,4
4263,Sarjapur  Road,3430.0,6.0,228.5,4
4264,Sarjapur  Road,3900.0,4.0,300.0,4
4265,Sarjapur  Road,1300.0,2.0,60.0,2
4266,Sarjapur  Road,1050.0,2.0,62.0,2
4267,Sarjapur  Road,1700.0,3.0,135.0,3
4268,Sarjapur  Road,1691.0,3.0,119.0,3
4269,Sarjapur  Road,1846.0,3.0,140.0,3
4270,Sarjapur  Road,1929.0,4.0,103.0,3
4271,Sarjapur  Road,1155.0,2.0,58.0,2
4272,Sarjapur  Road,1819.0,3.0,100.0,3
4273,Sarjapur  Road,1845.0,4.0,110.0,3
4274,Sarjapur  Road,1233.0,2.0,77.65,2
4275,Sarjapur  Road,4395.0,4.0,242.0,4
4276,Sarjapur  Road,3750.0,6.0,290.0,4
4277,Sarjapur  Road,1680.0,3.0,112.0,3
4278,Sarjapur  Road,1255.0,2.0,92.0,2
4279,Sarjapur  Road,1311.0,2.0,78.0,2
4280,Sarjapur  Road,1145.0,2.0,75.0,2
4281,Sarjapur  Road,1390.0,2.0,62.0,2
4282,Sarjapur  Road,1725.0,3.0,90.0,3
4283,Sarjapur  Road,2180.0,3.0,170.0,3
4284,Sarjapur  Road,1084.0,2.0,55.0,2
4285,Sarjapur  Road,1750.0,3.0,110.0,3
4286,Sarjapur  Road,1888.0,4.0,95.0,3
4287,Sarjapur  Road,2600.0,3.0,200.0,3
4288,Sarjapur  Road,5965.0,5.0,385.0,5
4289,Sarjapur  Road,685.0,1.0,40.0,1
4290,Sarjapur  Road,2720.0,5.0,210.0,3
4291,Sarjapur  Road,1241.0,2.0,82.0,2
4292,Sarjapur  Road,1400.0,2.0,68.0,2
4293,Sarjapur  Road,3785.0,6.0,280.0,4
4294,Sarjapur  Road,835.0,1.0,46.95,1
4295,Sarjapur  Road,1280.0,2.0,76.0,2
4296,Sarjapur  Road,1145.0,2.0,49.5,2
4297,Sarjapur  Road,1263.0,2.0,78.0,2
4298,Sarjapur  Road,1691.0,3.0,98.0,3
4299,Sarjapur  Road,1308.0,2.0,83.0,2
4300,Sarjapur  Road,1592.0,3.0,91.0,3
4301,Sarjapur  Road,1016.0,2.0,45.0,2
4302,Sarjapur  Road,1150.0,2.0,77.0,2
4303,Sarjapur  Road,1965.0,3.0,120.0,3
4304,Sarjapur  Road,2275.0,4.0,180.0,3
4305,Sarjapur  Road,1418.0,2.0,78.0,2
4306,Sarjapur  Road,1200.0,2.0,93.0,2
4307,Sarjapur  Road,1586.0,3.0,70.0,3
4308,Sarjapur  Road,1115.0,2.0,60.0,2
4309,Sarjapur  Road,1525.0,2.0,87.0,3
4310,Sarjapur  Road,1346.0,2.0,71.32,2
4311,Sarjapur  Road,3905.0,7.0,290.0,5
4312,Sarjapur  Road,1230.0,2.0,94.5,2
4313,Sarjapur  Road,1750.0,3.0,99.0,3
4314,Sarjapur  Road,1145.0,2.0,62.0,2
4315,Sarjapur  Road,1500.0,3.0,88.0,3
4316,Sarjapur  Road,1846.0,3.0,145.0,3
4317,Sarjapur  Road,1846.0,3.0,155.0,3
4318,Sarjapur  Road,1067.0,2.0,60.0,2
4319,Sarjapur  Road,3200.0,5.0,140.0,5
4320,Sarjapur  Road,1700.0,3.0,95.0,3
4321,Sarjapur  Road,1230.0,2.0,65.0,2
4322,Sarjapur  Road,1939.0,3.0,98.0,3
4323,Sarjapur  Road,3785.0,5.0,280.0,4
4324,Sarjapur  Road,2556.0,3.0,169.0,3
4325,Sarjapur  Road,1278.0,2.0,90.0,2
4326,Sarjapur  Road,1305.0,2.0,99.0,2
4327,Sarjapur  Road,1755.0,3.0,122.0,3
4328,Sarjapur  Road,4334.0,2.0,338.0,4
4329,Sarjapur  Road,3930.0,7.0,329.0,5
4330,Sarjapur  Road,1120.0,2.0,50.0,2
4331,Sarjapur  Road,1700.0,3.0,93.5,3
4332,Sarjapur  Road,1060.0,2.0,55.0,2
4333,Sarjapur  Road,1850.0,3.0,140.0,3
4334,Sarjapur  Road,1826.0,3.0,130.0,3
4335,Sarjapur  Road,1115.0,2.0,50.0,2
4336,Sarjapur  Road,1660.0,2.0,116.0,3
4337,Sarjapur  Road,1700.0,3.0,108.0,3
4338,Sarjapur  Road,1539.0,3.0,85.0,3
4339,Sarjapur  Road,1550.0,2.0,69.75,3
4340,Sarjapur  Road,539.0,1.0,45.0,1
4341,Sarjapur  Road,1200.0,2.0,75.0,2
4342,Sarjapur  Road,2145.0,3.0,180.0,3
4343,Sarjapur  Road,1115.0,2.0,50.0,2
4344,Sarjapur  Road,1308.0,2.0,58.86,2
4345,Sarjapur  Road,3044.0,3.0,183.0,3
4346,Sarjapur  Road,3004.0,4.0,158.0,3
4347,Sarjapur  Road,1877.0,4.0,150.0,3
4348,Sarjapur  Road,1115.0,2.0,50.0,2
4349,Sarjapur  Road,1229.0,2.0,70.0,2
4350,Sarjapur  Road,1342.0,2.0,70.0,2
4351,Sarjapur  Road,1711.0,3.0,110.0,3
4352,Sarjapur  Road,1115.0,2.0,50.0,2
4353,Sarjapur  Road,1050.0,2.0,63.5,2
4354,Sarjapur  Road,1350.0,2.0,102.0,2
4355,Sarjapur  Road,2990.0,4.0,240.0,4
4356,Sarjapur  Road,1035.0,2.0,49.0,2
4357,Sarjapur  Road,1685.0,3.0,135.0,3
4358,Sarjapur  Road,1350.0,2.0,68.0,2
4359,Sarjapur  Road,1700.0,3.0,79.9,3
4360,Sarjapur  Road,1320.0,2.0,100.0,2
4361,Sarjapur  Road,1984.0,4.0,145.0,3
4362,Sarjapur  Road,1773.5,2.0,85.125,3
4363,Sarjapur  Road,7800.0,6.0,385.0,5
4364,Sarjapur  Road,1550.0,2.0,89.0,3
